Dataset Name,Comment [Image File Path],Characteristics [Organism],Characteristics [Strain],Characteristics [Mating Type],Characteristics [Genotype],Assay Name,Experimental Condition [Treatment],Experimental Condition [Genotype],Comment [Gene Annotation Comments],Channels,Comment [Gene Identifier 1],Comment [Gene Identifier 2],Comment [Gene Symbol 1],Comment [Gene Symbol 2],Term Source Accession
YDA234_AGA1y_FIG1*AGA1r_KARD_PheromoneTreatment,2877/Pos14,Saccharomyces cerevisiae,YDA234,mating type a,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR; Histone-CFP; kar4,YDA234_AGA1y_FIG1*AGA1r_KARD_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR; kar4,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFIG1*AGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,,AGA1,,EFO_0001275
YDA228_AGA1y_FIG1*AGA1r_PheromoneTreatment,2903/Pos25,Saccharomyces cerevisiae,YDA228,mating type a,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR; Histone-CFP,YDA228_AGA1y_FIG1*AGA1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFIG1*AGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,,AGA1,,EFO_0001275
YDA228_AGA1y_FIG1*AGA1r_PheromoneTreatment,2903/Pos26,Saccharomyces cerevisiae,YDA228,mating type a,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR; Histone-CFP,YDA228_AGA1y_FIG1*AGA1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFIG1*AGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,,AGA1,,EFO_0001275
YDA228_AGA1y_FIG1*AGA1r_PheromoneTreatment,2903/Pos27,Saccharomyces cerevisiae,YDA228,mating type a,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR; Histone-CFP,YDA228_AGA1y_FIG1*AGA1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFIG1*AGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,,AGA1,,EFO_0001275
YDA228_AGA1y_FIG1*AGA1r_PheromoneTreatment,2903/Pos28,Saccharomyces cerevisiae,YDA228,mating type a,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR; Histone-CFP,YDA228_AGA1y_FIG1*AGA1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFIG1*AGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,,AGA1,,EFO_0001275
YDA228_AGA1y_FIG1*AGA1r_PheromoneTreatment,2903/Pos29,Saccharomyces cerevisiae,YDA228,mating type a,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR; Histone-CFP,YDA228_AGA1y_FIG1*AGA1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFIG1*AGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFIG1*AGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,,AGA1,,EFO_0001275
YDA207_KAR3y_FIG1r_PheromoneTreatment,2812/Pos30,Saccharomyces cerevisiae,YDA207,mating type a,pKAR3-dPSTRY; pFIG1-dPSTRR; Histone-CFP,YDA207_KAR3y_FIG1r_PheromoneTreatment,1uM Pheromone at Time 0,pKAR3-dPSTRY; pFIG1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pKAR3-dPSTR; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YPR141C,YBR040W,KAR3,FIG1,EFO_0001275
YDA207_KAR3y_FIG1r_PheromoneTreatment,2812/Pos31,Saccharomyces cerevisiae,YDA207,mating type a,pKAR3-dPSTRY; pFIG1-dPSTRR; Histone-CFP,YDA207_KAR3y_FIG1r_PheromoneTreatment,1uM Pheromone at Time 0,pKAR3-dPSTRY; pFIG1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pKAR3-dPSTR; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YPR141C,YBR040W,KAR3,FIG1,EFO_0001275
YDA207_KAR3y_FIG1r_PheromoneTreatment,2812/Pos32,Saccharomyces cerevisiae,YDA207,mating type a,pKAR3-dPSTRY; pFIG1-dPSTRR; Histone-CFP,YDA207_KAR3y_FIG1r_PheromoneTreatment,1uM Pheromone at Time 0,pKAR3-dPSTRY; pFIG1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pKAR3-dPSTR; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YPR141C,YBR040W,KAR3,FIG1,EFO_0001275
YDA207_KAR3y_FIG1r_PheromoneTreatment,2812/Pos33,Saccharomyces cerevisiae,YDA207,mating type a,pKAR3-dPSTRY; pFIG1-dPSTRR; Histone-CFP,YDA207_KAR3y_FIG1r_PheromoneTreatment,1uM Pheromone at Time 0,pKAR3-dPSTRY; pFIG1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pKAR3-dPSTR; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YPR141C,YBR040W,KAR3,FIG1,EFO_0001275
YDA207_KAR3y_FIG1r_PheromoneTreatment,2812/Pos34,Saccharomyces cerevisiae,YDA207,mating type a,pKAR3-dPSTRY; pFIG1-dPSTRR; Histone-CFP,YDA207_KAR3y_FIG1r_PheromoneTreatment,1uM Pheromone at Time 0,pKAR3-dPSTRY; pFIG1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pKAR3-dPSTR; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YPR141C,YBR040W,KAR3,FIG1,EFO_0001275
YDA198_AGA1y_KAR4r_PheromoneTreatment,2817/Pos20,Saccharomyces cerevisiae,YDA198,mating type a,pAGA1-dPSTRY; pKAR4-dPSTRR; Histone-CFP,YDA198_AGA1y_KAR4r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR4-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR4-dPSTR; BF1: Brightfield out of focus,YNR044W,YCL055W,AGA1,KAR4,EFO_0001275
YDA198_AGA1y_KAR4r_PheromoneTreatment,2817/Pos21,Saccharomyces cerevisiae,YDA198,mating type a,pAGA1-dPSTRY; pKAR4-dPSTRR; Histone-CFP,YDA198_AGA1y_KAR4r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR4-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR4-dPSTR; BF1: Brightfield out of focus,YNR044W,YCL055W,AGA1,KAR4,EFO_0001275
YDA198_AGA1y_KAR4r_PheromoneTreatment,2817/Pos22,Saccharomyces cerevisiae,YDA198,mating type a,pAGA1-dPSTRY; pKAR4-dPSTRR; Histone-CFP,YDA198_AGA1y_KAR4r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR4-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR4-dPSTR; BF1: Brightfield out of focus,YNR044W,YCL055W,AGA1,KAR4,EFO_0001275
YDA198_AGA1y_KAR4r_PheromoneTreatment,2817/Pos23,Saccharomyces cerevisiae,YDA198,mating type a,pAGA1-dPSTRY; pKAR4-dPSTRR; Histone-CFP,YDA198_AGA1y_KAR4r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR4-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR4-dPSTR; BF1: Brightfield out of focus,YNR044W,YCL055W,AGA1,KAR4,EFO_0001275
YDA198_AGA1y_KAR4r_PheromoneTreatment,2817/Pos24,Saccharomyces cerevisiae,YDA198,mating type a,pAGA1-dPSTRY; pKAR4-dPSTRR; Histone-CFP,YDA198_AGA1y_KAR4r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR4-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR4-dPSTR; BF1: Brightfield out of focus,YNR044W,YCL055W,AGA1,KAR4,EFO_0001275
YDA189_AGA1y_FUS1r_PheromoneTreatment,2817/Pos15,Saccharomyces cerevisiae,YDA189,mating type a,pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP,YDA189_AGA1y_FUS1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275
YDA189_AGA1y_FUS1r_PheromoneTreatment,2817/Pos16,Saccharomyces cerevisiae,YDA189,mating type a,pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP,YDA189_AGA1y_FUS1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275
YDA189_AGA1y_FUS1r_PheromoneTreatment,2817/Pos17,Saccharomyces cerevisiae,YDA189,mating type a,pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP,YDA189_AGA1y_FUS1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275
YDA189_AGA1y_FUS1r_PheromoneTreatment,2817/Pos18,Saccharomyces cerevisiae,YDA189,mating type a,pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP,YDA189_AGA1y_FUS1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275
YDA189_AGA1y_FUS1r_PheromoneTreatment,2817/Pos19,Saccharomyces cerevisiae,YDA189,mating type a,pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP,YDA189_AGA1y_FUS1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275
YDA186_AGA1y_STE12r_PheromoneTreatment,2815/Pos15,Saccharomyces cerevisiae,YDA186,mating type a,pAGA1-dPSTRY; pSTE12-dPSTRR; Histone-CFP,YDA186_AGA1y_STE12r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pSTE12-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pSTE12-dPSTR; BF1: Brightfield out of focus,YNR044W,YLR452C,AGA1,STE12,EFO_0001275
YDA186_AGA1y_STE12r_PheromoneTreatment,2815/Pos16,Saccharomyces cerevisiae,YDA186,mating type a,pAGA1-dPSTRY; pSTE12-dPSTRR; Histone-CFP,YDA186_AGA1y_STE12r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pSTE12-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pSTE12-dPSTR; BF1: Brightfield out of focus,YNR044W,YLR452C,AGA1,STE12,EFO_0001275
YDA186_AGA1y_STE12r_PheromoneTreatment,2815/Pos17,Saccharomyces cerevisiae,YDA186,mating type a,pAGA1-dPSTRY; pSTE12-dPSTRR; Histone-CFP,YDA186_AGA1y_STE12r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pSTE12-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pSTE12-dPSTR; BF1: Brightfield out of focus,YNR044W,YLR452C,AGA1,STE12,EFO_0001275
YDA186_AGA1y_STE12r_PheromoneTreatment,2815/Pos18,Saccharomyces cerevisiae,YDA186,mating type a,pAGA1-dPSTRY; pSTE12-dPSTRR; Histone-CFP,YDA186_AGA1y_STE12r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pSTE12-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pSTE12-dPSTR; BF1: Brightfield out of focus,YNR044W,YLR452C,AGA1,STE12,EFO_0001275
YDA186_AGA1y_STE12r_PheromoneTreatment,2815/Pos19,Saccharomyces cerevisiae,YDA186,mating type a,pAGA1-dPSTRY; pSTE12-dPSTRR; Histone-CFP,YDA186_AGA1y_STE12r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pSTE12-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pSTE12-dPSTR; BF1: Brightfield out of focus,YNR044W,YLR452C,AGA1,STE12,EFO_0001275
YDA160_AGA1y_FIG1r_KAR4D_PheromoneTreatment,2812/Pos35,Saccharomyces cerevisiae,YDA160,mating type a,pAGA1-dPSTRY; pFIG1-dPSTRR; Histone-CFP; kar4,YDA160_AGA1y_FIG1r_KAR4D_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFIG1-dPSTRR; kar4,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YNR044W,YBR040W,AGA1,FIG1,EFO_0001275
YDA160_AGA1y_FIG1r_KAR4D_PheromoneTreatment,2812/Pos36,Saccharomyces cerevisiae,YDA160,mating type a,pAGA1-dPSTRY; pFIG1-dPSTRR; Histone-CFP; kar4,YDA160_AGA1y_FIG1r_KAR4D_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFIG1-dPSTRR; kar4,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YNR044W,YBR040W,AGA1,FIG1,EFO_0001275
YDA160_AGA1y_FIG1r_KAR4D_PheromoneTreatment,2812/Pos37,Saccharomyces cerevisiae,YDA160,mating type a,pAGA1-dPSTRY; pFIG1-dPSTRR; Histone-CFP; kar4,YDA160_AGA1y_FIG1r_KAR4D_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFIG1-dPSTRR; kar4,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YNR044W,YBR040W,AGA1,FIG1,EFO_0001275
YDA160_AGA1y_FIG1r_KAR4D_PheromoneTreatment,2812/Pos38,Saccharomyces cerevisiae,YDA160,mating type a,pAGA1-dPSTRY; pFIG1-dPSTRR; Histone-CFP; kar4,YDA160_AGA1y_FIG1r_KAR4D_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFIG1-dPSTRR; kar4,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YNR044W,YBR040W,AGA1,FIG1,EFO_0001275
YDA160_AGA1y_FIG1r_KAR4D_PheromoneTreatment,2812/Pos39,Saccharomyces cerevisiae,YDA160,mating type a,pAGA1-dPSTRY; pFIG1-dPSTRR; Histone-CFP; kar4,YDA160_AGA1y_FIG1r_KAR4D_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFIG1-dPSTRR; kar4,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YNR044W,YBR040W,AGA1,FIG1,EFO_0001275
YDA146_AGA1y_FAR1r_PheromoneTreatment,2808/Pos15,Saccharomyces cerevisiae,YDA146,mating type a,pAGA1-dPSTRY; pFAR1-dPSTRR; Histone-CFP,YDA146_AGA1y_FAR1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFAR1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFAR1-dPSTR; BF1: Brightfield out of focus,YNR044W,YJL157C,AGA1,FAR1,EFO_0001275
YDA146_AGA1y_FAR1r_PheromoneTreatment,2808/Pos16,Saccharomyces cerevisiae,YDA146,mating type a,pAGA1-dPSTRY; pFAR1-dPSTRR; Histone-CFP,YDA146_AGA1y_FAR1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFAR1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFAR1-dPSTR; BF1: Brightfield out of focus,YNR044W,YJL157C,AGA1,FAR1,EFO_0001275
YDA146_AGA1y_FAR1r_PheromoneTreatment,2808/Pos17,Saccharomyces cerevisiae,YDA146,mating type a,pAGA1-dPSTRY; pFAR1-dPSTRR; Histone-CFP,YDA146_AGA1y_FAR1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFAR1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFAR1-dPSTR; BF1: Brightfield out of focus,YNR044W,YJL157C,AGA1,FAR1,EFO_0001275
YDA146_AGA1y_FAR1r_PheromoneTreatment,2808/Pos18,Saccharomyces cerevisiae,YDA146,mating type a,pAGA1-dPSTRY; pFAR1-dPSTRR; Histone-CFP,YDA146_AGA1y_FAR1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFAR1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFAR1-dPSTR; BF1: Brightfield out of focus,YNR044W,YJL157C,AGA1,FAR1,EFO_0001275
YDA146_AGA1y_FAR1r_PheromoneTreatment,2808/Pos19,Saccharomyces cerevisiae,YDA146,mating type a,pAGA1-dPSTRY; pFAR1-dPSTRR; Histone-CFP,YDA146_AGA1y_FAR1r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pFAR1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFAR1-dPSTR; BF1: Brightfield out of focus,YNR044W,YJL157C,AGA1,FAR1,EFO_0001275
YSP615_Ste7DSy_AGA1r_PheromoneTreatment,2956/Pos0,Saccharomyces cerevisiae,YSP615,mating type a,Ste7DS-SKARSY; pAGA1-dPSTRR; Histone-CFP,YSP615_Ste7DSy_AGA1r_PheromoneTreatment,1uM Pheromone at Time 0,Ste7DS-SKARSY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP:Ste7DS-SKARS; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,,AGA1,,EFO_0001275
YSP615_Ste7DSy_AGA1r_PheromoneTreatment,2956/Pos1,Saccharomyces cerevisiae,YSP615,mating type a,Ste7DS-SKARSY; pAGA1-dPSTRR; Histone-CFP,YSP615_Ste7DSy_AGA1r_PheromoneTreatment,1uM Pheromone at Time 0,Ste7DS-SKARSY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP:Ste7DS-SKARS; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,,AGA1,,EFO_0001275
YSP615_Ste7DSy_AGA1r_PheromoneTreatment,2956/Pos2,Saccharomyces cerevisiae,YSP615,mating type a,Ste7DS-SKARSY; pAGA1-dPSTRR; Histone-CFP,YSP615_Ste7DSy_AGA1r_PheromoneTreatment,1uM Pheromone at Time 0,Ste7DS-SKARSY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP:Ste7DS-SKARS; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,,AGA1,,EFO_0001275
YSP615_Ste7DSy_AGA1r_PheromoneTreatment,2956/Pos3,Saccharomyces cerevisiae,YSP615,mating type a,Ste7DS-SKARSY; pAGA1-dPSTRR; Histone-CFP,YSP615_Ste7DSy_AGA1r_PheromoneTreatment,1uM Pheromone at Time 0,Ste7DS-SKARSY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP:Ste7DS-SKARS; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,,AGA1,,EFO_0001275
YSP615_Ste7DSy_AGA1r_PheromoneTreatment,2956/Pos4,Saccharomyces cerevisiae,YSP615,mating type a,Ste7DS-SKARSY; pAGA1-dPSTRR; Histone-CFP,YSP615_Ste7DSy_AGA1r_PheromoneTreatment,1uM Pheromone at Time 0,Ste7DS-SKARSY; pAGA1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP:Ste7DS-SKARS; RFP:pAGA1-dPSTR; BF1: Brightfield out of focus,YNR044W,,AGA1,,EFO_0001275
YSP614_Ste7DSy_FIG1r_PheromoneTreatment,2956/Pos15,Saccharomyces cerevisiae,YSP614,mating type a,Ste7DS-SKARSY; pFIG1-dPSTRR; Histone-CFP,YSP614_Ste7DSy_FIG1r_PheromoneTreatment,1uM Pheromone at Time 0,Ste7DS-SKARSY; pFIG1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: Ste7DS-SKARS; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YBR040W,,FIG1,,EFO_0001275
YSP614_Ste7DSy_FIG1r_PheromoneTreatment,2956/Pos16,Saccharomyces cerevisiae,YSP614,mating type a,Ste7DS-SKARSY; pFIG1-dPSTRR; Histone-CFP,YSP614_Ste7DSy_FIG1r_PheromoneTreatment,1uM Pheromone at Time 0,Ste7DS-SKARSY; pFIG1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: Ste7DS-SKARS; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YBR040W,,FIG1,,EFO_0001275
YSP614_Ste7DSy_FIG1r_PheromoneTreatment,2956/Pos17,Saccharomyces cerevisiae,YSP614,mating type a,Ste7DS-SKARSY; pFIG1-dPSTRR; Histone-CFP,YSP614_Ste7DSy_FIG1r_PheromoneTreatment,1uM Pheromone at Time 0,Ste7DS-SKARSY; pFIG1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: Ste7DS-SKARS; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YBR040W,,FIG1,,EFO_0001275
YSP614_Ste7DSy_FIG1r_PheromoneTreatment,2956/Pos18,Saccharomyces cerevisiae,YSP614,mating type a,Ste7DS-SKARSY; pFIG1-dPSTRR; Histone-CFP,YSP614_Ste7DSy_FIG1r_PheromoneTreatment,1uM Pheromone at Time 0,Ste7DS-SKARSY; pFIG1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: Ste7DS-SKARS; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YBR040W,,FIG1,,EFO_0001275
YSP614_Ste7DSy_FIG1r_PheromoneTreatment,2956/Pos19,Saccharomyces cerevisiae,YSP614,mating type a,Ste7DS-SKARSY; pFIG1-dPSTRR; Histone-CFP,YSP614_Ste7DSy_FIG1r_PheromoneTreatment,1uM Pheromone at Time 0,Ste7DS-SKARSY; pFIG1-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: Ste7DS-SKARS; RFP:pFIG1-dPSTR; BF1: Brightfield out of focus,YBR040W,,FIG1,,EFO_0001275
YSP664_AGA1y_PRM5r_PheromoneTreatment,2854/Pos5,Saccharomyces cerevisiae,YSP664,mating type a,pAGA1-dPSTRY; pPRM5-dPSTRR; Histone-CFP,YSP664_AGA1y_PRM5r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pPRM5-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM5-dPSTR; BF1: Brightfield out of focus,YNR044W,YIL117C,AGA1,PRM5,EFO_0001275
YSP664_AGA1y_PRM5r_PheromoneTreatment,2854/Pos6,Saccharomyces cerevisiae,YSP664,mating type a,pAGA1-dPSTRY; pPRM5-dPSTRR; Histone-CFP,YSP664_AGA1y_PRM5r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pPRM5-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM5-dPSTR; BF1: Brightfield out of focus,YNR044W,YIL117C,AGA1,PRM5,EFO_0001275
YSP664_AGA1y_PRM5r_PheromoneTreatment,2854/Pos7,Saccharomyces cerevisiae,YSP664,mating type a,pAGA1-dPSTRY; pPRM5-dPSTRR; Histone-CFP,YSP664_AGA1y_PRM5r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pPRM5-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM5-dPSTR; BF1: Brightfield out of focus,YNR044W,YIL117C,AGA1,PRM5,EFO_0001275
YSP664_AGA1y_PRM5r_PheromoneTreatment,2854/Pos8,Saccharomyces cerevisiae,YSP664,mating type a,pAGA1-dPSTRY; pPRM5-dPSTRR; Histone-CFP,YSP664_AGA1y_PRM5r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pPRM5-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM5-dPSTR; BF1: Brightfield out of focus,YNR044W,YIL117C,AGA1,PRM5,EFO_0001275
YSP664_AGA1y_PRM5r_PheromoneTreatment,2854/Pos9,Saccharomyces cerevisiae,YSP664,mating type a,pAGA1-dPSTRY; pPRM5-dPSTRR; Histone-CFP,YSP664_AGA1y_PRM5r_PheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pPRM5-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pPRM5-dPSTR; BF1: Brightfield out of focus,YNR044W,YIL117C,AGA1,PRM5,EFO_0001275
